_id,age,campaign_id,click_time,contact_email_id,contact_list_id,email_domain_id,gender,is_bad,is_clicked,is_opened,is_unsubscribe,location,open_time,publisher_id,recurring_id,region,send_time,town,unique_id,vertical_type
6609be5e604857eb2506321f,42,34816,0,5ab4f16d6803fa6a79ca37e0,119,3,2,0,0,0,0,41,0,35,226,3056,1709234900,15030,1453329,13
6609be5e604857eb25063220,60,34816,0,5a65e1bb6803fa7532ca6404,138,3,1,0,0,0,0,16,0,48,226,3168,1709234901,16003,823355,13
6609be5e604857eb25063221,66,34816,0,5a65e1bb6803fa7532ca640a,138,3,2,0,0,0,0,41,0,48,226,1289,1709234900,2186,823361,13
6609be5e604857eb25063222,60,34816,0,5a65e1bb6803fa7532ca715e,154,3,2,0,0,0,0,41,0,54,226,718,1709234900,9288,826773,13
6609be5e604857eb25063223,0,34816,0,5a65e1066803fa1132ca74f0,119,3,2,0,0,0,0,0,0,35,226,0,1709234900,0,812733,13
6609be5e604857eb25063224,41,34816,0,5a65fa576803fa7e5cca73b0,117,3,2,0,0,0,0,41,0,33,226,718,1709234900,9300,942048,13
6609be5e604857eb25063225,42,34816,0,5ac35d4b6803fa3f1a2d81a2,3,3,1,0,0,1,0,16,1709294252,8,226,666,1709234900,7971,1453555,13
6609be5e604857eb25063226,43,34816,0,5ac35d4b6803fa3f1a2d8272,142,3,2,0,0,0,0,16,0,49,226,2006,1709234899,25013,1453763,13
6609be5e604857eb25063227,58,34816,0,5a65e1bb6803fa7532ca6457,119,3,1,0,0,0,0,41,0,35,226,2451,1709234899,20789,823438,13
6609be5e604857eb25063228,38,34816,0,5a65e1bb6803fa7532ca718b,133,3,2,0,0,1,0,0,1709376390,46,226,0,1709234900,0,826818,13
6609c035543bde73660d3c2f,73,34816,0,5a65e1bb6803fa7532ca71cf,119,3,2,0,0,0,0,0,0,35,226,0,1709234899,0,826886,13
6609c035543bde73660d3c30,33,34816,0,5b0670912d569add705a7aca,138,3,2,0,0,0,0,41,0,48,226,1962,1709234900,27102,1571112,13
6609c035543bde73660d3c31,36,34816,0,5b0671022d569abd715a6b6f,117,3,2,0,0,0,0,41,0,33,226,1289,1709234899,2191,1576071,13
6609c035543bde73660d3c32,38,34816,0,5ab16cf76803fa1934ca47be,126,3,1,0,0,1,0,0,1709588871,40,226,0,1709234900,0,1359453,13
6609c035543bde73660d3c33,42,34816,0,5ab16d346803fa7f35ca3a02,129,3,2,0,0,0,0,41,0,44,226,2451,1709234899,20787,1360644,13
6609c035543bde73660d3c34,35,34816,0,5a69c7b16803fa1a60ca6b0e,148,0,1,0,0,0,0,0,0,53,226,0,1709234899,0,1127880,13
6609c035543bde73660d3c35,57,34816,0,5a65e1066803fa1132ca74f8,119,3,2,0,0,0,0,41,0,35,226,1419,1709234900,739,812741,13
6609c035543bde73660d3c36,44,34816,0,5a65e1066803fa1132ca752d,138,7,1,0,0,0,0,41,0,48,226,718,1709234899,9292,812794,13
6609c035543bde73660d3c37,65,34816,0,5a65e1436803fab428cb0bba,154,3,2,0,0,0,0,0,0,54,226,0,1709234899,0,814111,13
6609c035543bde73660d3c38,55,34816,0,5a65e08f6803fa332eca8691,133,3,2,0,0,1,0,16,1709248476,46,226,666,1709234899,7971,802276,13
6609c035543bde73660d3c39,56,34816,0,5b066cce2d569aac695a7b35,138,3,2,0,0,1,0,41,1709252727,48,226,3056,1709234900,15029,1496494,13
6609c035543bde73660d3c3a,64,34816,0,5b066d0d2d569a866a5a6285,138,3,1,0,0,0,0,41,0,48,226,1289,1709234899,2186,1497346,13
6609c035543bde73660d3c3b,43,34816,0,5a65f52f6803fa004fca6670,119,3,2,0,0,1,0,41,1709249735,35,226,3056,1709234899,15023,828963,13
6609c035543bde73660d3c3c,0,34816,0,5a65fa576803fa7e5cca7538,154,3,0,0,0,0,0,0,0,54,226,0,1709234899,0,942440,13
6609c035543bde73660d3c3d,55,34816,0,5ac35d4b6803fa3f1a2d844e,148,3,2,0,0,0,0,41,0,53,226,2023,1709234899,25098,1454239,13
6609c035543bde73660d3c3e,65,34816,0,5af44fec2d569a86628d7783,126,3,1,0,0,0,0,0,0,40,226,0,1709234898,0,1456122,13
6609c035543bde73660d3c3f,40,34816,0,5a65e1bb6803fa7532ca6460,104,3,2,0,0,0,0,41,0,26,226,1962,1709234899,27093,823447,13
6609c035543bde73660d3c40,37,34816,0,5a65e1bb6803fa7532ca6493,119,3,2,0,0,1,0,41,1709279524,35,226,2023,1709234898,25095,823498,13
6609c035543bde73660d3c41,45,34816,0,5ab1693c6803fa4e2cca3b03,119,3,1,0,0,0,0,41,0,35,226,3056,1709234899,15029,1280713,13
6609c035543bde73660d3c42,66,34816,0,5ab1693c6803fa4e2cca3f56,133,0,1,0,0,0,0,0,0,46,226,0,1709234898,0,1281820,13
6609c035543bde73660d3c43,0,34816,0,5a65e1bb6803fa7532ca71dd,138,3,1,0,0,0,0,41,0,48,226,718,1709234899,9293,826900,13
6609c035543bde73660d3c44,41,34816,0,5a65e1bb6803fa7532ca71ea,142,3,2,0,0,0,0,0,0,49,226,0,1709234898,0,826913,13
6609c035543bde73660d3c45,65,34816,0,5b0671822d569a3b725a6324,130,3,2,0,0,0,0,41,0,43,226,1905,1709234898,27588,1583496,13
6609c035543bde73660d3c46,52,34816,0,5ab16d346803fa7f35ca3b83,127,3,2,0,0,1,0,0,1709235555,42,226,0,1709234898,0,1361029,13
6609c035543bde73660d3c47,87,34816,0,5a65f56b6803fa2053cb0988,144,3,1,0,0,0,0,0,0,50,226,0,1709234898,0,836446,13
6609c035543bde73660d3c48,37,34816,0,5a69c7ed6803fa4e53cac6fc,133,3,1,0,0,0,0,41,0,46,226,1419,1709234899,739,1128784,13
6609c035543bde73660d3c49,47,34816,0,5a72f76b6803fa994f25fc79,138,3,1,0,0,0,0,41,0,48,226,2451,1709234898,20790,1132411,13
6609c035543bde73660d3c4a,28,34816,0,5a65e1066803fa1132ca75a7,45,3,2,0,0,1,0,41,1709243105,14,226,1962,1709234899,27096,812916,13
6609c035543bde73660d3c4b,33,34816,0,5a65e1066803fa1132ca75b9,138,3,2,0,0,1,0,41,1709235055,48,226,1962,1709234898,27103,812934,13
6609c035543bde73660d3c4c,0,34816,0,5a65f9a36803fa7157ca8597,119,3,2,0,0,0,0,0,0,35,226,0,1709234899,0,926679,13
6609c035543bde73660d3c4d,58,34816,0,5a65f9a36803fa7157ca8813,45,3,1,0,0,0,0,41,0,14,226,1289,1709234898,2191,927315,13
6609c035543bde73660d3c4e,39,34816,0,5a65e1436803fab428cb0bdd,119,3,2,0,0,0,0,16,0,35,226,2006,1709234898,25013,814146,13
6609c035543bde73660d3c4f,59,34816,0,5a65e08f6803fa332eca86b8,119,3,2,0,0,0,0,41,0,35,226,1289,1709234899,2192,802315,13
6609c035543bde73660d3c50,54,34816,0,5a65e08f6803fa332eca8767,127,3,2,0,0,1,0,0,1709237665,42,226,0,1709234898,0,802490,13
6609c035543bde73660d3c51,55,34816,0,5b066d0d2d569a866a5a62bf,127,3,2,0,0,0,0,0,0,42,226,0,1709234899,0,1497404,13
6609c035543bde73660d3c52,22,34816,0,5b066d462d569af66a5a6cc6,138,3,1,0,0,0,0,41,0,48,226,718,1709234898,9288,1502159,13
6609c035543bde73660d3c53,0,34816,0,5b067d702d569adb095a826d,142,3,0,0,0,0,0,41,0,49,226,1962,1709234898,27102,1827471,13
6609c035543bde73660d3c54,55,34816,0,5a65f52f6803fa004fca6675,99,3,1,0,0,0,0,41,0,23,226,1289,1709234899,2188,828968,13
6609c035543bde73660d3c55,31,34816,0,5a65f52f6803fa004fca6686,45,3,2,0,0,0,0,41,0,14,226,1419,1709234898,734,828985,13
6609c035543bde73660d3c56,49,34816,0,5a65fa936803faac54cac93b,154,0,2,0,0,0,0,0,0,54,226,0,1709234899,0,943838,13
6609c035543bde73660d3c57,63,34816,0,5a65fa936803faac54cacbae,45,3,2,0,0,0,0,41,0,14,226,2451,1709234898,20786,944465,13
6609c035543bde73660d3c58,37,34816,0,5a65e1436803fab428cb163c,130,3,2,0,0,1,0,41,1709328691,43,226,1419,1709234897,735,816801,13
6609c035543bde73660d3c59,41,34816,0,5a67252a6803fadd52cab12d,148,3,1,0,0,0,0,0,0,53,226,0,1709234897,0,998157,13
6609c035543bde73660d3c5a,66,34816,0,5a65f52f6803fa004fca76c7,138,3,1,0,0,0,0,41,0,48,226,2023,1709234897,25097,833146,13
6609c035543bde73660d3c5b,0,34816,0,5af44fec2d569a86628d77a2,132,3,0,0,0,1,0,41,1709247349,45,226,1962,1709234897,27094,1456153,13
6609c035543bde73660d3c5c,24,34816,0,5a65e1bb6803fa7532ca64cb,45,3,2,0,0,1,0,41,1709240600,14,226,1419,1709234898,733,823554,13
6609c035543bde73660d3c5d,42,34816,0,5a65e1bb6803fa7532ca64f6,119,3,2,0,0,0,0,41,0,35,226,1419,1709234897,734,823597,13
6609c035543bde73660d3c5e,62,34816,0,5b0674c32d569aea785a6d10,119,3,2,0,0,0,0,41,0,35,226,718,1709234897,9292,1652436,13
6609c035543bde73660d3c5f,45,34816,0,5ab1693c6803fa4e2cca410d,154,3,2,0,0,0,0,0,0,54,226,0,1709234897,0,1282259,13
6609c035543bde73660d3c60,34,34816,0,5a65e1bb6803fa7532ca724f,45,3,1,0,0,1,0,41,1709241848,14,226,1289,1709234897,2185,827014,13
6609c035543bde73660d3c61,67,34816,0,5b0671be2d569a82735a6476,99,3,2,0,0,0,0,16,0,23,226,3168,1709234898,16002,1588773,13
6609c035543bde73660d3c62,70,34816,0,5b0671be2d569a82735a647e,148,3,2,0,0,0,0,0,0,53,226,0,1709234897,0,1588781,13
6609c035543bde73660d3c63,51,34816,0,5ab16d346803fa7f35ca3d82,127,3,1,0,0,0,0,0,0,42,226,0,1709234898,0,1361540,13
6609c035543bde73660d3c64,40,34816,0,5ab16d346803fa7f35ca43f4,119,3,1,0,0,0,0,41,0,35,226,1962,1709234897,27100,1363190,13
6609c035543bde73660d3c65,44,34816,0,5a65f83b6803faa558ca652f,154,3,2,0,0,0,0,0,0,54,226,0,1709234897,0,893477,13
6609c035543bde73660d3c66,0,34816,0,5a65f56b6803fa2053cb09c4,132,3,1,0,0,0,0,41,0,45,226,4,1709234897,13774,836506,13
6609c035543bde73660d3c67,44,34816,0,5a6729276803faa457ca8841,148,3,2,0,0,0,0,0,0,53,226,0,1709234898,0,1085510,13
6609c035543bde73660d3c68,54,34816,0,5a6729636803faef59ca7119,129,3,1,0,0,0,0,41,0,44,226,1962,1709234897,27103,1089572,13
6609c035543bde73660d3c69,34,34816,0,5a72f76b6803fa994f25fcbe,117,3,2,0,0,0,0,16,0,33,226,2393,1709234898,21048,1132480,13
6609c035543bde73660d3c6a,54,34816,0,5a72f76b6803fa994f26016b,99,3,2,0,0,1,0,41,1709319391,23,226,3056,1709234897,15031,1133677,13
6609c035543bde73660d3c6b,19,34816,0,5a65e1066803fa1132ca75d5,45,0,2,0,0,0,0,41,0,14,226,2451,1709234898,20787,812962,13
6609c035543bde73660d3c6c,0,34816,0,5a65e1436803fab428cb0764,132,3,2,0,0,1,0,41,1709305694,45,226,2023,1709234897,25100,813001,13
6609c035543bde73660d3c6d,47,34816,0,5a65f6976803fa654fca6513,148,3,2,0,0,0,0,0,0,53,226,0,1709234897,0,858535,13
6609c035543bde73660d3c6e,49,34816,0,5af468122d569ab2148d8619,117,6,2,0,0,0,0,41,0,33,226,4,1709234897,13775,1470051,13
6609c035543bde73660d3c6f,47,34816,0,5a65f9a36803fa7157ca885a,45,0,2,0,0,0,0,41,0,14,226,718,1709234898,9287,927386,13
6609c035543bde73660d3c70,43,34816,0,5a65f9a36803fa7157ca8898,119,3,2,0,0,0,0,41,0,35,226,3056,1709234897,15023,927448,13
6609c035543bde73660d3c71,52,34816,0,5a65e17e6803fab428cb23bd,127,3,2,0,0,1,0,41,1709240426,42,226,718,1709234897,9296,820257,13
6609c035543bde73660d3c72,65,34816,0,5a65e1436803fab428cb0c13,130,3,2,0,0,0,0,41,0,43,226,1962,1709234898,27096,814200,13
6609c035543bde73660d3c73,0,34816,0,5a65e1436803fab428cb0c1e,142,3,0,0,0,1,0,41,1709247284,49,226,1905,1709234897,27590,814211,13
6609c035543bde73660d3c74,33,34816,0,5a86b4166803fa9d3d3b0ad0,154,3,2,0,0,0,0,0,0,54,226,0,1709234897,0,1239759,13
6609c035543bde73660d3c75,47,34816,0,5a65e08f6803fa332eca87a0,119,3,2,0,0,0,0,41,0,35,226,2451,1709234897,20786,802547,13
6609c035543bde73660d3c76,76,34816,0,5b066d872d569a806b5a655e,133,3,1,0,0,0,0,41,0,46,226,2451,1709234897,20789,1504843,13
6609c035543bde73660d3c77,0,34816,0,5b067daf2d569a1e0c5a60b2,138,3,2,0,0,0,0,41,0,48,226,1962,1709234898,27095,1828439,13
6609c035543bde73660d3c78,57,34816,0,5b067daf2d569a1e0c5a71ac,116,3,2,0,0,0,0,41,0,32,226,3130,1709234897,16443,1832785,13
6609c035543bde73660d3c79,58,34816,0,5a65f52f6803fa004fca669d,130,0,2,0,0,0,0,0,0,43,226,0,1709234898,0,829008,13
6609c035543bde73660d3c7a,0,34816,0,5a65f52f6803fa004fca66f2,130,3,2,0,0,1,0,41,1709289439,43,226,3056,1709234897,15022,829093,13
6609c035543bde73660d3c7b,33,34816,0,5a730c466803fa0a7a25cc2a,154,3,0,0,0,0,0,0,0,54,226,0,1709234897,0,1180856,13
6609c035543bde73660d3c7c,51,34816,0,5a65fa936803faac54cacc16,104,3,2,0,0,0,0,41,0,26,226,2023,1709234897,25099,944569,13
6609c035543bde73660d3c7d,60,34816,0,5b0679b52d569a64045a68f1,126,3,1,0,0,0,0,0,0,40,226,0,1709234897,0,1753380,13
6609c035543bde73660d3c7e,61,34816,0,5b0679b52d569a64045a695c,119,3,1,0,0,0,0,0,0,35,226,0,1709234896,0,1753487,13
6609c035543bde73660d3c7f,0,34816,0,5a65e0cb6803faaf31ca667c,99,3,0,0,0,1,0,0,1709254592,23,226,0,1709234896,0,804545,13
6609c035543bde73660d3c80,28,34816,0,5ab16e626803facc37ca5432,119,3,1,0,0,0,0,41,0,35,226,718,1709234897,9290,1390889,13
6609c035543bde73660d3c81,56,34816,0,5ab16e626803facc37ca548c,119,3,1,0,0,0,0,41,0,35,226,3130,1709234896,16440,1390979,13
6609c035543bde73660d3c82,62,34816,0,5a65e0cb6803faaf31ca6d71,45,5,2,0,0,1,0,41,1709244974,14,226,1962,1709234897,27103,806326,13
6609c035543bde73660d3c83,0,34816,0,5a65e0cb6803faaf31ca6da1,126,3,0,0,0,1,0,0,1709308194,40,226,0,1709234896,0,806374,13
6609c035543bde73660d3c84,0,34816,0,5a65e1066803fa1132ca665e,138,0,1,0,0,0,0,41,0,48,226,3130,1709234897,16439,809003,13
6609c035543bde73660d3c85,53,34816,0,5a65e1066803fa1132ca66a0,45,3,2,0,0,0,0,41,0,14,226,718,1709234896,9297,809069,13
6609c035543bde73660d3c86,22,34816,0,5a65e1436803fab428cb1642,119,3,2,0,0,1,0,41,1709243136,35,226,3056,1709234897,15031,816807,13
6609c035543bde73660d3c87,0,34816,0,5a65e1436803fab428cb165b,119,3,2,0,0,0,0,0,0,35,226,0,1709234896,0,816832,13
6609c035543bde73660d3c88,23,34816,0,5a65e08f6803fa332eca80c0,119,3,2,0,0,1,0,16,1709236184,35,226,3168,1709234897,16002,800787,13
6609c035543bde73660d3c89,37,34816,0,5a65e08f6803fa332eca80d5,119,3,1,0,0,1,0,41,1709237433,35,226,1289,1709234896,2184,800808,13
6609c035543bde73660d3c8a,22,34816,0,5a65e1066803fa1132ca715f,45,5,2,0,0,0,0,41,0,14,226,3056,1709234897,15030,811820,13
6609c035543bde73660d3c8b,0,34816,0,5a65e1066803fa1132ca71ca,142,3,0,0,0,0,0,41,0,49,226,2451,1709234896,20791,811927,13
6609c035543bde73660d3c8c,42,34816,0,5a65e1066803fa1132ca6c58,127,3,2,0,0,1,0,0,1709366647,42,226,0,1709234896,0,810533,13
6609c035543bde73660d3c8d,61,34816,0,5a65e0cb6803faaf31ca69f7,45,4,1,0,0,0,0,41,0,14,226,2023,1709234896,25095,805436,13
6609c035543bde73660d3c8e,53,34816,0,5a6725676803fa0549caa401,130,3,2,0,0,0,0,41,0,43,226,1419,1709234897,735,1002803,13
6609c035543bde73660d3c8f,0,34816,0,5a6725676803fa0549caa760,130,3,2,0,0,0,0,16,0,43,226,3168,1709234896,16003,1003666,13
6609c035543bde73660d3c90,37,34816,0,5a65f52f6803fa004fca76df,45,3,2,0,0,0,0,41,0,14,226,718,1709234896,9290,833170,13
6609c035543bde73660d3c91,32,34816,0,5af44fec2d569a86628d7a6b,104,3,1,0,0,0,0,41,0,26,226,2023,1709234897,25100,1456866,13
6609c035543bde73660d3c92,23,34816,0,5af44fec2d569a86628d7a8d,3,3,1,0,0,1,0,41,1709247233,8,226,1289,1709234896,2186,1456900,13
6609c035543bde73660d3c93,48,34816,0,5a65f52f6803fa004fca6c30,138,3,2,0,0,0,0,41,0,48,226,3130,1709234897,16446,830435,13
6609c035543bde73660d3c94,46,34816,0,5a65f52f6803fa004fca6c5b,154,3,2,0,0,0,0,41,0,54,226,2023,1709234896,25095,830478,13
